time,Phi,dPhi_dt,Energy,Fragmentation,Ricci,Betti1,PermEntropy
1434.0,0.206,-0.022,7.389,12.68,0.261,13.0,0.62
1436.0,0.205,-0.019,7.389,8.65,1.149,8.0,0.6
1438.0,0.205,-0.016,7.389,7.52,-1.051,9.0,0.59
1440.0,0.204,-0.014,7.389,9.32,0.72,9.0,0.58
1442.0,0.203,-0.011,7.389,5.28,-0.315,6.0,0.58
1444.0,0.203,-0.01,7.389,8.56,0.011,9.0,0.59
1446.0,0.202,-0.008,7.389,10.76,0.102,11.0,0.57
1448.0,0.202,-0.007,7.389,7.72,-0.989,9.0,0.56
1450.0,0.202,-0.006,7.389,8.6,0.02,9.0,0.58
1452.0,0.201,-0.005,7.389,6.61,-2.979,10.0,0.58
1454.0,0.201,-0.004,7.389,8.23,-2.435,11.0,0.57
1456.0,0.201,-0.004,7.389,8.71,0.065,9.0,0.57
1458.0,0.201,-0.003,7.389,5.51,-2.05,8.0,0.59
1460.0,0.212,0.212,2.651,2.06,-3.44,6.0,0.6
1462.0,0.21,-0.035,7.389,12.31,-1.183,14.0,0.6
1464.0,0.208,-0.029,7.389,11.6,0.112,12.0,0.6
1466.0,0.207,-0.025,7.389,10.27,-2.125,13.0,0.62
1468.0,0.206,-0.021,7.389,11.59,0.114,12.0,0.6
1470.0,0.205,-0.018,7.389,9.76,0.133,10.0,0.57
1472.0,0.204,-0.015,7.389,10.72,0.123,11.0,0.58
1474.0,0.204,-0.013,7.389,11.35,-0.209,12.0,0.59
1476.0,0.203,-0.011,7.389,14.59,0.092,15.0,0.6
1478.0,0.203,-0.009,7.389,5.74,-1.796,8.0,0.59
1480.0,0.202,-0.008,7.389,12.05,-0.568,13.0,0.58
1482.0,0.202,-0.007,7.389,5.85,-2.796,9.0,0.57
1484.0,0.202,-0.006,7.389,6.04,-1.579,8.0,0.58
1486.0,0.201,-0.005,7.389,11.55,1.054,11.0,0.6
1488.0,0.201,-0.004,7.389,8.84,-2.63,12.0,0.61
1490.0,0.201,-0.004,7.389,11.52,2.0,10.0,0.6
1492.0,0.201,-0.003,7.389,7.77,-0.71,9.0,0.6
1494.0,0.201,-0.003,7.389,13.56,-0.906,15.0,0.61
1496.0,0.201,-0.002,7.389,10.51,-1.005,12.0,0.6
1498.0,0.201,-0.002,7.389,6.55,-2.955,10.0,0.6
1500.0,0.2,-0.002,7.389,7.33,-3.202,11.0,0.59
1502.0,0.2,-0.001,7.389,8.69,-1.914,11.0,0.58
1504.0,0.2,-0.001,7.389,8.01,-3.553,12.0,0.59
1506.0,0.2,-0.001,7.389,10.69,-2.764,14.0,0.61
1508.0,0.2,-0.001,7.389,9.79,-2.778,13.0,0.59
1510.0,0.2,-0.001,7.389,8.6,-0.932,10.0,0.59
1512.0,0.2,-0.001,7.389,10.1,-1.418,12.0,0.6
1514.0,0.2,-0.001,7.389,13.22,-0.377,14.0,0.58
1516.0,0.211,0.224,2.514,2.13,-3.512,6.0,0.57
1518.0,0.21,-0.034,7.389,8.86,-0.763,10.0,0.58
1520.0,0.208,-0.029,7.389,13.48,-0.151,14.0,0.57
1522.0,0.207,-0.025,7.389,15.72,0.101,16.0,0.58
1524.0,0.206,-0.021,7.389,12.78,0.147,13.0,0.57
1526.0,0.205,-0.018,7.389,13.64,0.081,14.0,0.59
1528.0,0.204,-0.015,7.389,12.81,0.275,13.0,0.59
1530.0,0.204,-0.013,7.389,9.86,-1.665,12.0,0.6
1532.0,0.203,-0.011,7.389,8.8,-3.792,13.0,0.58
1534.0,0.203,-0.009,7.389,8.26,-3.375,12.0,0.57
1536.0,0.202,-0.008,7.389,5.73,-1.857,8.0,0.58
1538.0,0.202,-0.007,7.389,11.23,-0.329,12.0,0.59
1540.0,0.202,-0.006,7.389,11.2,-2.299,14.0,0.6
1542.0,0.201,-0.005,7.389,8.6,-0.872,10.0,0.61
1544.0,0.206,0.093,4.605,3.66,-4.876,9.0,0.59
1546.0,0.208,0.048,5.395,3.91,-2.636,7.0,0.59
1548.0,0.207,-0.025,7.389,8.64,1.036,8.0,0.58
1550.0,0.206,-0.022,7.389,10.45,-0.071,11.0,0.6
1552.0,0.205,-0.018,7.389,7.39,-2.165,10.0,0.59
1554.0,0.204,-0.015,7.389,6.79,-1.813,9.0,0.58
1556.0,0.218,0.264,2.109,1.07,-5.526,7.0,0.58
1558.0,0.215,-0.053,7.389,15.46,0.974,15.0,0.6
1560.0,0.213,-0.045,7.389,8.37,-1.027,10.0,0.62
1562.0,0.211,-0.038,7.389,8.67,-0.869,10.0,0.59
1564.0,0.209,-0.032,7.389,12.58,2.0,11.0,0.58
1566.0,0.208,-0.028,7.389,11.36,-1.173,13.0,0.59
1568.0,0.207,-0.023,7.389,9.69,-1.919,12.0,0.58
1570.0,0.206,-0.02,7.389,14.71,0.024,15.0,0.56
1572.0,0.205,-0.017,7.389,14.01,0.318,14.0,0.56
1574.0,0.204,-0.014,7.389,14.83,-1.778,17.0,0.58
1576.0,0.203,-0.012,7.389,9.64,-2.006,12.0,0.57
1578.0,0.203,-0.01,7.389,10.68,-0.922,12.0,0.58
1580.0,0.203,-0.009,7.389,11.22,-0.288,12.0,0.6
1582.0,0.202,-0.007,7.389,8.16,-2.338,11.0,0.6
1584.0,0.202,-0.006,7.389,12.57,-0.041,13.0,0.58
1586.0,0.202,-0.005,7.389,9.69,0.05,10.0,0.57
1588.0,0.201,-0.005,7.389,10.61,0.033,11.0,0.59
1590.0,0.217,0.317,1.68,0.92,-2.645,4.0,0.59
1592.0,0.218,0.01,5.62,3.81,-1.786,6.0,0.58
1594.0,0.215,-0.053,7.389,11.47,2.0,10.0,0.61
1596.0,0.213,-0.045,7.389,7.78,-2.711,11.0,0.6
1598.0,0.215,0.053,4.887,3.29,-5.288,9.0,0.58
1600.0,0.213,-0.046,7.389,9.81,0.143,10.0,0.57
1602.0,0.211,-0.039,7.389,6.49,-0.162,7.0,0.57
1604.0,0.209,-0.033,7.389,6.36,-1.213,8.0,0.59
1606.0,0.208,-0.028,7.389,6.21,-0.328,7.0,0.59
1608.0,0.207,-0.024,7.389,6.82,-1.776,9.0,0.58
1610.0,0.215,0.168,3.031,2.87,-3.768,7.0,0.57
1612.0,0.242,0.534,0.689,-1.39,-6.999,6.0,0.58
1614.0,0.236,-0.126,7.389,7.44,-2.023,10.0,0.61
1616.0,0.23,-0.107,7.389,9.13,0.844,9.0,0.64
1618.0,0.226,-0.091,7.389,7.97,-1.48,10.0,0.61
1620.0,0.222,-0.077,7.389,7.58,0.054,8.0,0.59
1622.0,0.219,-0.066,7.389,11.89,-0.61,13.0,0.6
1624.0,0.216,-0.056,7.389,7.29,-1.252,9.0,0.59
1626.0,0.213,-0.047,7.389,11.2,-1.465,13.0,0.57
1628.0,0.211,-0.04,7.389,9.24,-1.378,11.0,0.58
1630.0,0.21,-0.034,7.389,9.32,0.767,9.0,0.59
1632.0,0.208,-0.029,7.389,7.67,-1.863,10.0,0.59
1634.0,0.207,-0.025,7.389,10.64,-0.843,12.0,0.6
1636.0,0.206,-0.021,7.389,12.65,1.05,12.0,0.58
1638.0,0.208,0.037,5.672,4.61,-1.964,7.0,0.58
1640.0,0.207,-0.023,7.389,7.62,-1.007,9.0,0.57
1642.0,0.221,0.279,1.905,1.2,-3.418,5.0,0.58
1644.0,0.226,0.111,3.411,3.44,-4.146,8.0,0.58
1646.0,0.222,-0.078,7.389,5.78,-0.846,7.0,0.57
1648.0,0.219,-0.067,7.389,6.92,-2.746,10.0,0.57
1650.0,0.216,-0.057,7.389,7.16,-2.528,10.0,0.56
1652.0,0.214,-0.048,7.389,8.31,-4.326,13.0,0.57
1654.0,0.212,-0.041,7.389,14.63,0.081,15.0,0.59
1656.0,0.21,-0.035,7.389,16.39,-0.04,17.0,0.61
1658.0,0.208,-0.03,7.389,8.49,-2.031,11.0,0.6
1660.0,0.207,-0.025,7.389,8.68,-1.694,11.0,0.63
1662.0,0.213,0.121,3.807,2.65,-3.795,7.0,0.61
1664.0,0.211,-0.04,7.389,7.69,-1.937,10.0,0.57
1666.0,0.21,-0.034,7.389,12.52,0.947,12.0,0.59
1668.0,0.208,-0.029,7.389,8.74,-0.841,10.0,0.58
1670.0,0.207,-0.024,7.389,13.6,-1.016,15.0,0.58
1672.0,0.206,-0.021,7.389,11.72,-1.873,14.0,0.58
1674.0,0.205,-0.018,7.389,12.68,-1.939,15.0,0.58
1676.0,0.207,0.046,5.546,3.77,-5.681,10.0,0.61
1678.0,0.206,-0.022,7.389,7.4,-1.059,9.0,0.61
1680.0,0.205,-0.019,7.389,9.87,-0.637,11.0,0.6
1682.0,0.204,-0.016,7.389,11.27,-0.239,12.0,0.6
1684.0,0.204,-0.013,7.389,6.98,-3.586,11.0,0.59
1686.0,0.203,-0.011,7.389,8.83,-2.714,12.0,0.59
1688.0,0.203,-0.01,7.389,14.63,0.225,15.0,0.62
1690.0,0.202,-0.008,7.389,15.75,-0.677,17.0,0.61
1692.0,0.202,-0.007,7.389,8.19,-5.267,14.0,0.61
1694.0,0.202,-0.006,7.389,6.47,-3.042,10.0,0.6
1696.0,0.201,-0.005,7.389,8.49,-0.091,9.0,0.58
1698.0,0.201,-0.004,7.389,9.48,-0.024,10.0,0.6
1700.0,0.201,-0.004,7.389,11.4,-1.093,13.0,0.6
1702.0,0.201,-0.003,7.389,14.32,-2.167,17.0,0.6
1704.0,0.201,-0.003,7.389,7.39,-3.118,11.0,0.6
1706.0,0.207,0.125,3.952,3.62,-1.942,6.0,0.59
1708.0,0.206,-0.021,7.389,7.31,-2.242,10.0,0.59
1710.0,0.205,-0.018,7.389,6.68,-0.798,8.0,0.6
1712.0,0.204,-0.015,7.389,6.2,-1.285,8.0,0.6
1714.0,0.204,-0.013,7.389,5.47,-5.106,11.0,0.59
1716.0,0.212,0.158,3.319,2.52,-3.017,6.0,0.59
1718.0,0.21,-0.035,7.389,7.42,-2.156,10.0,0.58
1720.0,0.213,0.056,4.945,4.47,-2.178,7.0,0.57
1722.0,0.212,-0.01,6.492,5.33,-4.276,10.0,0.58
1724.0,0.21,-0.034,7.335,5.25,-3.123,9.0,0.63
1726.0,0.209,-0.031,7.389,6.24,-0.004,7.0,0.65
1728.0,0.208,-0.027,7.389,10.98,-0.433,12.0,0.62
1730.0,0.206,-0.022,7.389,5.5,-2.185,8.0,0.56
1732.0,0.205,-0.019,7.389,6.6,-3.054,10.0,0.57
1734.0,0.205,-0.016,7.389,12.08,-2.562,15.0,0.57
1736.0,0.204,-0.014,7.389,13.71,-0.867,15.0,0.58
1738.0,0.203,-0.012,7.389,12.1,-1.4,14.0,0.6
1740.0,0.203,-0.01,7.389,11.2,-2.234,14.0,0.61
1742.0,0.202,-0.008,7.389,5.74,-4.755,11.0,0.6
1744.0,0.202,-0.007,7.389,6.64,-1.977,9.0,0.58
1746.0,0.202,-0.006,7.389,11.74,-0.789,13.0,0.59
1748.0,0.202,-0.005,7.389,13.51,-1.022,15.0,0.59
1750.0,0.201,-0.004,7.389,7.61,-3.997,12.0,0.58
1752.0,0.201,-0.004,7.389,9.45,-3.067,13.0,0.6
1754.0,0.201,-0.003,7.389,7.96,-2.436,11.0,0.62
1756.0,0.21,0.18,3.018,3.13,-3.191,7.0,0.64
1758.0,0.208,-0.03,7.389,9.38,-2.989,13.0,0.63
1760.0,0.207,-0.025,7.389,6.84,-1.651,9.0,0.6
1762.0,0.206,-0.022,7.389,10.98,-0.515,12.0,0.6
1764.0,0.205,-0.018,7.389,11.52,-0.809,13.0,0.63
1766.0,0.204,-0.016,7.389,10.79,-0.493,12.0,0.64
1768.0,0.204,-0.013,7.389,10.13,2.0,9.0,0.67
1770.0,0.203,-0.011,7.389,10.87,0.743,11.0,0.67
1772.0,0.203,-0.01,7.389,19.28,1.072,19.0,0.66
1774.0,0.202,-0.008,7.389,12.97,0.763,13.0,0.66
1776.0,0.202,-0.007,7.389,10.21,0.861,10.0,0.63
1778.0,0.202,-0.006,7.389,8.02,-1.477,10.0,0.6
1780.0,0.203,0.03,6.25,4.23,-3.063,8.0,0.64
1782.0,0.203,-0.009,7.389,12.62,-1.697,15.0,0.64
1784.0,0.202,-0.008,7.389,13.38,0.064,14.0,0.64
1786.0,0.202,-0.007,7.389,9.23,0.88,9.0,0.63
1788.0,0.206,0.076,4.99,3.45,-5.921,10.0,0.63
1790.0,0.23,0.484,0.863,-0.96,-6.256,6.0,0.64
1792.0,0.225,-0.09,7.389,15.16,2.0,14.0,0.67
1794.0,0.222,-0.076,7.389,12.2,-0.995,14.0,0.66
1796.0,0.218,-0.065,7.389,11.5,0.078,12.0,0.62
1798.0,0.216,-0.055,7.389,8.88,-2.543,12.0,0.61
1800.0,0.213,-0.047,7.389,13.15,-1.262,15.0,0.62
1802.0,0.211,-0.04,7.389,12.28,0.845,12.0,0.61
1804.0,0.21,-0.034,7.389,12.63,-1.762,15.0,0.62
1806.0,0.208,-0.029,7.389,9.56,-2.826,13.0,0.62
1808.0,0.207,-0.024,7.389,11.2,-2.131,14.0,0.63
1810.0,0.206,-0.021,7.389,7.26,0.056,8.0,0.66
1812.0,0.205,-0.018,7.389,8.35,0.192,9.0,0.67
1814.0,0.204,-0.015,7.389,11.17,0.971,11.0,0.66
1816.0,0.204,-0.013,7.389,10.4,0.227,11.0,0.67
1818.0,0.203,-0.011,7.389,10.89,-2.27,14.0,0.67
1820.0,0.203,-0.005,7.248,5.28,-2.0,8.0,0.64
1822.0,0.202,-0.008,7.389,5.96,-2.423,9.0,0.62
1824.0,0.202,-0.007,7.389,11.39,2.0,10.0,0.62
1826.0,0.202,-0.006,7.389,7.2,-1.12,9.0,0.64
1828.0,0.201,-0.005,7.389,12.53,-0.764,14.0,0.64
1830.0,0.201,-0.004,7.389,7.62,-0.767,9.0,0.62
1832.0,0.201,-0.004,7.389,7.46,-1.974,10.0,0.61
1834.0,0.201,-0.003,7.389,11.59,-0.827,13.0,0.62
1836.0,0.201,-0.002,7.389,5.13,-5.236,11.0,0.63
1838.0,0.201,-0.002,7.389,5.86,-4.514,11.0,0.63
1840.0,0.203,0.039,6.032,4.73,-4.715,10.0,0.61
1842.0,0.202,-0.008,7.389,7.41,-2.071,10.0,0.6
1844.0,0.202,-0.007,7.389,11.42,-0.102,12.0,0.6
1846.0,0.212,0.2,2.821,1.85,-3.705,6.0,0.59
1848.0,0.222,0.207,2.446,2.26,-3.295,6.0,0.59
1850.0,0.236,0.281,1.765,0.7,-4.745,6.0,0.61
1852.0,0.231,-0.109,7.389,15.38,-0.087,16.0,0.61
1854.0,0.226,-0.093,7.389,12.59,-3.971,17.0,0.59
1856.0,0.222,-0.078,7.389,6.27,-3.341,10.0,0.58
1858.0,0.219,-0.066,7.389,4.18,-4.382,9.0,0.59
1860.0,0.216,-0.057,7.389,9.66,-1.922,12.0,0.58
1862.0,0.214,-0.048,7.389,12.18,-1.269,14.0,0.61
1864.0,0.212,-0.041,7.389,9.99,-0.374,11.0,0.63
1866.0,0.21,-0.035,7.389,10.35,-0.029,11.0,0.62
1868.0,0.208,-0.03,7.389,11.56,-0.734,13.0,0.64
1870.0,0.207,-0.025,7.389,10.03,-0.278,11.0,0.64
1872.0,0.206,-0.022,7.389,10.39,-1.069,12.0,0.61
1874.0,0.205,-0.018,7.389,11.35,-0.198,12.0,0.59
1876.0,0.204,-0.016,7.389,9.37,-0.043,10.0,0.62
1878.0,0.204,-0.013,7.389,15.36,1.102,15.0,0.65
1880.0,0.203,-0.011,7.389,14.27,0.048,15.0,0.66
1882.0,0.203,-0.01,7.389,14.27,0.984,14.0,0.64
1884.0,0.202,-0.008,7.389,13.62,0.31,14.0,0.64
1886.0,0.202,-0.007,7.389,8.24,-0.119,9.0,0.63
1888.0,0.202,-0.006,7.389,7.36,-0.024,8.0,0.62
1890.0,0.201,-0.005,7.389,14.28,0.936,14.0,0.63
1892.0,0.201,-0.004,7.389,7.99,0.733,8.0,0.65
1894.0,0.201,-0.004,7.389,8.34,0.121,9.0,0.66
1896.0,0.201,-0.003,7.389,15.11,-0.089,16.0,0.66
1898.0,0.201,-0.003,7.389,12.36,1.048,12.0,0.64
1900.0,0.201,-0.002,7.389,11.36,0.038,12.0,0.64
1902.0,0.201,-0.002,7.389,8.95,-1.292,11.0,0.65
1904.0,0.2,-0.002,7.389,12.45,0.202,13.0,0.65
1906.0,0.2,-0.001,7.389,6.08,-3.309,10.0,0.62
1908.0,0.2,-0.001,7.389,8.36,-1.024,10.0,0.62
1910.0,0.217,0.339,1.535,0.78,-3.656,5.0,0.61
1912.0,0.215,-0.052,7.389,8.62,-0.803,10.0,0.62
1914.0,0.212,-0.044,7.389,11.44,-0.934,13.0,0.62
1916.0,0.211,-0.037,7.389,10.49,-0.936,12.0,0.62
1918.0,0.209,-0.032,7.389,10.35,-1.129,12.0,0.6
1920.0,0.208,-0.027,7.389,11.88,-0.582,13.0,0.61
1922.0,0.207,-0.023,7.389,7.83,-2.626,11.0,0.61
1924.0,0.206,-0.02,7.389,10.14,-1.245,12.0,0.62
1926.0,0.205,-0.017,7.389,7.52,-2.792,11.0,0.64
1928.0,0.204,-0.014,7.389,9.3,-2.993,13.0,0.64
1930.0,0.203,-0.012,7.389,7.42,-2.853,11.0,0.65
1932.0,0.203,-0.01,7.389,15.44,0.094,16.0,0.63
1934.0,0.202,-0.009,7.389,13.48,1.072,13.0,0.62
1936.0,0.202,-0.007,7.389,12.54,0.196,13.0,0.63
1938.0,0.202,-0.006,7.389,14.39,0.05,15.0,0.63
1940.0,0.202,-0.005,7.389,16.42,0.041,17.0,0.62
1942.0,0.201,-0.005,7.389,15.78,-0.508,17.0,0.64
1944.0,0.201,-0.004,7.389,16.21,0.935,16.0,0.65
1946.0,0.201,-0.003,7.389,16.44,1.115,16.0,0.64
1948.0,0.201,-0.003,7.389,12.53,1.208,12.0,0.64
1950.0,0.201,-0.002,7.389,14.22,-0.067,15.0,0.64
1952.0,0.201,-0.002,7.389,17.17,0.853,17.0,0.64
1954.0,0.2,-0.002,7.389,14.34,0.958,14.0,0.62
1956.0,0.2,-0.001,7.389,18.33,2.0,17.0,0.63
1958.0,0.2,-0.001,7.389,5.52,-4.939,11.0,0.61
1960.0,0.208,0.154,3.457,3.43,-6.012,10.0,0.61
1962.0,0.207,-0.024,7.389,14.88,-1.537,17.0,0.62
1964.0,0.206,-0.021,7.389,11.16,-0.222,12.0,0.62
1966.0,0.205,-0.017,7.389,15.1,-0.304,16.0,0.62
1968.0,0.204,-0.015,7.389,10.03,-0.326,11.0,0.63
1970.0,0.204,-0.013,7.389,12.87,-0.488,14.0,0.63
1972.0,0.203,-0.011,7.389,14.4,0.133,15.0,0.65
1974.0,0.203,-0.009,7.389,9.35,-0.945,11.0,0.64
1976.0,0.205,0.054,5.463,4.65,-2.77,8.0,0.62
1978.0,0.204,-0.016,7.389,10.81,-0.611,12.0,0.62
1980.0,0.204,-0.013,7.389,8.25,-2.129,11.0,0.63
1982.0,0.203,-0.011,7.389,11.31,-1.0,13.0,0.64
1984.0,0.203,0.0,7.061,4.88,-4.46,10.0,0.63
1986.0,0.203,-0.01,7.389,12.44,0.022,13.0,0.62
1988.0,0.202,-0.008,7.389,13.55,-0.84,15.0,0.62
1990.0,0.202,-0.007,7.389,11.49,1.107,11.0,0.62
1992.0,0.202,-0.006,7.389,13.43,-0.853,15.0,0.64
1994.0,0.201,-0.005,7.389,12.64,-0.683,14.0,0.64
1996.0,0.201,-0.004,7.389,12.44,0.136,13.0,0.64
1998.0,0.201,-0.004,7.389,13.46,-0.866,15.0,0.64
2000.0,0.201,-0.003,7.389,13.49,0.185,14.0,0.64
2002.0,0.201,-0.003,7.389,13.03,-1.318,15.0,0.63
2004.0,0.201,-0.002,7.389,7.9,-0.573,9.0,0.6
2006.0,0.201,-0.002,7.389,7.33,-2.038,10.0,0.63
2008.0,0.2,-0.001,7.389,6.25,-0.079,7.0,0.64
2010.0,0.2,-0.001,7.389,9.51,0.154,10.0,0.63
2012.0,0.2,-0.001,7.389,9.58,-1.713,12.0,0.64
2014.0,0.2,-0.001,7.389,10.84,-1.445,13.0,0.64
2016.0,0.2,-0.001,7.389,12.46,0.123,13.0,0.63
2018.0,0.2,-0.001,7.389,15.42,1.155,15.0,0.65
2020.0,0.2,-0.001,7.389,14.01,-0.321,15.0,0.63
2022.0,0.2,-0.001,7.389,13.18,0.882,13.0,0.64
2024.0,0.2,-0.0,7.389,15.22,0.926,15.0,0.64
2026.0,0.2,-0.0,7.389,14.46,1.063,14.0,0.62
2028.0,0.2,-0.0,7.389,15.55,0.164,16.0,0.62
2030.0,0.2,-0.0,7.389,20.34,2.0,19.0,0.63
2032.0,0.2,-0.0,7.389,12.38,1.069,12.0,0.64
2034.0,0.2,-0.0,7.389,12.3,1.008,12.0,0.64
2036.0,0.2,-0.0,7.389,7.42,-1.888,10.0,0.64
2038.0,0.2,-0.0,7.389,14.28,0.982,14.0,0.64
2040.0,0.2,-0.0,7.389,11.57,0.174,12.0,0.62
2042.0,0.2,-0.0,7.389,12.98,-1.449,15.0,0.61
2044.0,0.2,-0.0,7.389,15.45,0.996,15.0,0.61
2046.0,0.2,-0.0,7.389,8.49,-2.874,12.0,0.63
2048.0,0.2,-0.0,7.389,12.25,-0.009,13.0,0.65
2050.0,0.2,-0.0,7.389,8.94,-2.377,12.0,0.64
2052.0,0.2,-0.0,7.389,12.45,-0.933,14.0,0.62
2054.0,0.2,-0.0,7.389,12.45,-1.987,15.0,0.61
2056.0,0.2,-0.0,7.389,11.38,-0.005,12.0,0.62
2058.0,0.2,0.0,7.389,7.37,-0.0,8.0,0.63
2060.0,0.2,-0.0,7.389,7.86,-0.466,9.0,0.64
2062.0,0.2,-0.0,7.389,16.36,2.0,15.0,0.63
2064.0,0.2,-0.0,7.389,8.89,-1.484,11.0,0.62
2066.0,0.2,-0.0,7.389,9.09,-2.233,12.0,0.64
2068.0,0.2,-0.0,7.389,15.34,0.141,16.0,0.66
2070.0,0.2,-0.0,7.389,11.24,1.021,11.0,0.66
2072.0,0.2,-0.0,7.389,11.3,0.923,11.0,0.62
2074.0,0.2,-0.0,7.389,12.16,-0.218,13.0,0.62
2076.0,0.2,-0.0,7.389,9.35,-0.923,11.0,0.65
2078.0,0.2,-0.0,7.389,14.52,-0.645,16.0,0.67
2080.0,0.2,-0.0,7.389,9.98,-0.2,11.0,0.66
2082.0,0.2,0.0,7.389,6.9,-2.452,10.0,0.63
2084.0,0.218,0.368,1.342,0.69,-4.747,6.0,0.61
2086.0,0.216,-0.055,7.389,6.26,-1.071,8.0,0.63
2088.0,0.213,-0.047,7.389,6.4,-2.875,10.0,0.64
2090.0,0.211,-0.04,7.389,9.39,-1.819,12.0,0.66
2092.0,0.21,-0.034,7.389,9.5,-1.702,12.0,0.66
2094.0,0.208,-0.029,7.389,11.32,-0.963,13.0,0.64
2096.0,0.207,-0.025,7.389,9.59,0.295,10.0,0.64
2098.0,0.206,-0.021,7.389,11.04,-1.19,13.0,0.65
2100.0,0.205,-0.018,7.389,10.11,-2.09,13.0,0.66
2102.0,0.204,-0.015,7.389,6.54,-3.775,11.0,0.64
2104.0,0.204,-0.013,7.389,7.3,-2.124,10.0,0.62
2106.0,0.203,-0.011,7.389,7.76,-1.657,10.0,0.62
2108.0,0.203,-0.009,7.389,10.69,-0.733,12.0,0.62
2110.0,0.202,-0.008,7.389,10.78,-0.592,12.0,0.63
2112.0,0.202,-0.007,7.389,14.1,-0.192,15.0,0.64
2114.0,0.202,-0.006,7.389,15.13,-0.187,16.0,0.64
2116.0,0.201,-0.005,7.389,13.6,0.306,14.0,0.64
2118.0,0.201,-0.004,7.389,15.27,1.029,15.0,0.65
2120.0,0.201,-0.003,7.389,13.8,-1.393,16.0,0.66
2122.0,0.201,-0.003,7.389,12.47,-0.801,14.0,0.65
2124.0,0.201,-0.003,7.389,14.47,0.051,15.0,0.62
2126.0,0.201,-0.002,7.389,11.22,0.762,11.0,0.61
2128.0,0.201,-0.002,7.389,8.49,-0.937,10.0,0.61
2130.0,0.2,-0.002,7.389,15.72,0.324,16.0,0.62
2132.0,0.2,-0.001,7.389,10.19,-1.059,12.0,0.65
2134.0,0.2,-0.001,7.389,11.31,0.087,12.0,0.66
2136.0,0.2,-0.001,7.389,9.39,0.098,10.0,0.64
2138.0,0.2,-0.001,7.389,12.75,-1.568,15.0,0.64
